Date,Close,MarketCap,Volume,Z_score,Anomaly
2023-08-15 00:00:00+00:00,0.1755525039252061,315088293.72560793,206406006.58883107,-1.0203546870539513,No
2023-08-16 00:00:00+00:00,0.1755525039252061,315088293.72560793,206406006.58883107,-1.0203546870539513,No
2023-08-17 00:00:00+00:00,0.212871395272863,380895964.1418712,1471351435.6355896,-0.8521466439081022,No
2023-08-18 00:00:00+00:00,0.1733317384144302,311426252.2018937,517682038.0040706,-1.0303643793937765,No
2023-08-19 00:00:00+00:00,0.1681340809920397,304696480.36934143,357920881.3020359,-1.0537918648412428,No
2023-08-20 00:00:00+00:00,0.1619713056586568,291104862.9135692,139999887.7876912,-1.0815694418737107,No
2023-08-21 00:00:00+00:00,0.1526990077048677,275776067.8571375,103321711.0916972,-1.1233626205547826,No
2023-08-22 00:00:00+00:00,0.1505237886336922,271052274.4718387,85996843.90142515,-1.1331670206900222,No
2023-08-23 00:00:00+00:00,0.1556856180823328,280938600.40186673,129032524.31057684,-1.109901023248676,No
2023-08-24 00:00:00+00:00,0.155027611789983,278804053.81203425,97356898.717338,-1.1128668656629837,No
2023-08-25 00:00:00+00:00,0.1492076509238935,268828564.9342763,53638461.76079464,-1.139099269497022,No
2023-08-26 00:00:00+00:00,0.1412721065163125,254110484.43985176,71167542.18252315,-1.1748672772778856,No
2023-08-27 00:00:00+00:00,0.134357365606686,241794945.7462933,45868486.52567714,-1.2060342009261102,No
2023-08-28 00:00:00+00:00,0.1341360342867596,241104468.01371425,53469024.69141932,-1.20703181116766,No
2023-08-29 00:00:00+00:00,0.1303818808344184,235237781.1518725,53355785.80139575,-1.2239529678013017,No
2023-08-30 00:00:00+00:00,0.147718957618557,265418495.97102883,225627863.273528,-1.1458092809333802,No
2023-08-31 00:00:00+00:00,0.1514738393855411,272467137.1144115,361393965.2587408,-1.1288848415553578,No
2023-09-01 00:00:00+00:00,0.134256038493591,241797927.1272952,140968347.5108539,-1.2064909142634,No
2023-09-02 00:00:00+00:00,0.1428004072353793,256505776.4782287,194845475.05457145,-1.1679787427043964,No
2023-09-03 00:00:00+00:00,0.1338077126643339,240900148.0033495,146756800.18989095,-1.2085116605317858,No
2023-09-04 00:00:00+00:00,0.1303208753204189,235458639.85175693,67370571.47926998,-1.224227938942201,No
2023-09-05 00:00:00+00:00,0.1277770280702012,230151983.47106257,43437201.62609726,-1.235693862836747,No
2023-09-06 00:00:00+00:00,0.1266727715872278,228596720.5043462,39247591.64244797,-1.240671095959824,No
2023-09-07 00:00:00+00:00,0.1275293495687691,230255926.59337884,38468600.4457878,-1.2368102281560456,No
2023-09-08 00:00:00+00:00,0.1329885805399248,239086858.71260303,98675542.7290766,-1.2122037480174823,No
2023-09-09 00:00:00+00:00,0.1284898800390045,231267251.1661715,49144306.22865824,-1.2324808136170362,No
2023-09-10 00:00:00+00:00,0.1260198624180959,226777921.1387235,25601188.307929497,-1.2436139640281318,No
2023-09-11 00:00:00+00:00,0.1217802748453424,219217338.40783283,41845189.31427595,-1.2627231257316478,No
2023-09-12 00:00:00+00:00,0.1176562395916864,211762436.32037663,47200330.65194844,-1.2813114565965604,No
2023-09-13 00:00:00+00:00,0.1182208128615377,212786208.0729472,40984741.43849079,-1.2787667463571954,No
2023-09-14 00:00:00+00:00,0.1192346615310452,215262344.91775823,38309874.37454159,-1.2741970098354114,No
2023-09-15 00:00:00+00:00,0.119413455138641,214861177.53374147,31891250.79796584,-1.273391130513314,No
2023-09-16 00:00:00+00:00,0.1246936180024702,224324630.51774147,65176135.524085626,-1.2495917669539285,No
2023-09-17 00:00:00+00:00,0.1418861414346278,255787000.6299269,228467302.2937776,-1.1720996277496387,No
2023-09-18 00:00:00+00:00,0.1240444491764062,223276075.8264601,80010509.02835989,-1.252517776113372,No
2023-09-19 00:00:00+00:00,0.1245934534782116,224367119.7200649,48099880.760996014,-1.2500432401357338,No
2023-09-20 00:00:00+00:00,0.1257698660480014,226396267.0527025,34053432.9717352,-1.2447407767143774,No
2023-09-21 00:00:00+00:00,0.1250431472480532,225279807.1215372,52286664.11281024,-1.248016328126605,No
2023-09-22 00:00:00+00:00,0.1245704928689665,225212108.4774409,52661892.02721376,-1.250146730861505,No
2023-09-23 00:00:00+00:00,0.125397886342622,225768576.15623865,23218581.63059936,-1.246417406862603,No
2023-09-24 00:00:00+00:00,0.12274343915463,220842491.73653013,17468019.317912936,-1.258381839647238,No
2023-09-25 00:00:00+00:00,0.1191119191676931,214378501.74666643,20369077.02795924,-1.274750248476887,No
2023-09-26 00:00:00+00:00,0.118998120841049,214210890.385648,19245272.350231804,-1.2752631735169089,No
2023-09-27 00:00:00+00:00,0.1173236774112821,211198692.0628129,17523507.75194112,-1.2828104194963157,No
2023-09-28 00:00:00+00:00,0.1168325852795587,210572789.3360469,24545546.640705183,-1.2850239270121733,No
2023-09-29 00:00:00+00:00,0.1191454806852531,214039976.90930963,30499233.010849454,-1.274598976105444,No
2023-09-30 00:00:00+00:00,0.1207767996748387,217234797.6769637,35781759.38018089,-1.26724610561343,No
2023-10-01 00:00:00+00:00,0.1202109195154567,216084721.56916788,16550509.982195225,-1.2697967064171352,No
2023-10-02 00:00:00+00:00,0.1247044569939777,224232938.0265965,24667576.73419196,-1.2495429121920287,No
2023-10-03 00:00:00+00:00,0.1199019404043064,215813878.35417125,39301027.98391216,-1.2711893729670432,No
2023-10-04 00:00:00+00:00,0.116363041635196,209600946.13292748,19821721.66741909,-1.2871403086820907,No
2023-10-05 00:00:00+00:00,0.1164331429419096,210219491.55724505,14688371.42963535,-1.2868243399274346,No
2023-10-06 00:00:00+00:00,0.1166089914592908,209864869.087898,13857070.493509363,-1.2860317350581412,No
2023-10-07 00:00:00+00:00,0.1174389439304361,211283995.1177089,11917932.850004058,-1.2822908768484242,No
2023-10-08 00:00:00+00:00,0.117439400748017,211392355.95507672,11136792.652000738,-1.282288817827146,No
